"Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
4 Jul 2014 01:43:00.000,4 Jul 2014 02:25:00.000,2520.0
4 Jul 2014 03:22:00.000,4 Jul 2014 04:00:00.000,2280.0
