"Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
4 Jul 2014 01:32:00.00,4 Jul 2014 02:10:00.000,2280.0
4 Jul 2014 03:10:00.00,4 Jul 2014 03:50:00.000,2400.0
